"lith_name","lith_texture","lith_comp","color","verbatim_lith"
NULL,NULL,NULL,NULL,"NULL;PYRITE FEROUS SLATE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;PYRITE-BEARING QUARTZITE"
NULL,NULL,NULL,NULL,"NULL;PYRITIC CHERT"
NULL,NULL,NULL,NULL,"NULL;PYRITIC LACUSTRINE BEDS W\\DESSICATION OR DENATERING CRACKS;  massive;"
NULL,NULL,NULL,NULL,"NULL;PYRITIC LACUSTRINE BEDS W\\DESSICATION OR DEWATERING CRACKS;  massive;"
NULL,NULL,NULL,NULL,"NULL;PYRITIC MARLSTONE W\\SHORTITE 411.2'"
NULL,NULL,NULL,NULL,"NULL;PYRITIC QUARTZITE"
NULL,NULL,NULL,NULL,"NULL;PYRITIC, DARK GRAY 150CPS;  arkosic; ferruginous;"
NULL,NULL,NULL,NULL,"NULL;PYRITIC-CHLORITIC CHERT"
NULL,NULL,NULL,NULL,"NULL;PYRITIZED QUARTZITE TALUS, NEAR MILL, WASHINGTON BASIN;  massive;"
NULL,NULL,NULL,NULL,"NULL;PYROCLASTIC FLOW"
NULL,NULL,NULL,NULL,"NULL;PYROXENITE BOULDER IN CONGLOMERATE;  massive; volcanic;"
NULL,NULL,NULL,NULL,"NULL;QTZ - HI FE,CU"
NULL,NULL,NULL,NULL,"NULL;QTZ VEIN, BASE METALS IN GOLD STAKE MINE"
NULL,NULL,NULL,NULL,"NULL;QTZ VEIN, OXIDIZED SULFIDES IN FAULT ZONE"
NULL,NULL,NULL,NULL,"NULL;QTZ VEINS, HEMATITE IN FAULT ZONE"
NULL,NULL,NULL,NULL,"NULL;QTZ-PYRITE VEIN"
NULL,NULL,NULL,NULL,"NULL;QTZ-PYRITE VEIN (SS)"
NULL,NULL,NULL,NULL,"NULL;QTZ-SS-COPPER-CARBONATES-OXIDE STAINS PYRI"
NULL,NULL,NULL,NULL,"NULL;QTZITE"
NULL,NULL,NULL,NULL,"NULL;QTZITE - HI CU"
NULL,NULL,NULL,NULL,"NULL;QTZITE - HI FE"
NULL,NULL,NULL,NULL,"NULL;QTZITE - HI FE,CU"
NULL,NULL,NULL,NULL,"NULL;QTZITE - HI FEOX"
NULL,NULL,NULL,NULL,"NULL;QTZT. 899-34-QT.  SHOOTARING CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;QTZT. 960-8-3.  WARM CREEK CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;QUARRY; MOST RADIOACTIVE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;QUARTZ & HEMATITE; laminated;"
NULL,NULL,NULL,NULL,"NULL;QUARTZ BRECCIA;  laminated;"
NULL,NULL,NULL,NULL,"NULL;QUARTZ BRECCIA;  massive;"
NULL,NULL,NULL,NULL,"NULL;QUARTZ BRECCIA; STRONG FEOX"
NULL,NULL,NULL,NULL,"NULL;QUARTZ VEIN;  massive;"
NULL,NULL,NULL,NULL,"NULL;QUARTZ VEINS; laminated;"
NULL,NULL,NULL,NULL,"NULL;QUARTZ;  massive;"
NULL,NULL,NULL,NULL,"NULL;QUARTZ; laminated;"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE CHIPS;  siliceous;"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE LOW GRADE"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE WITH IRON OXIDES"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE WITH MN-COATED JOINTS;  manganiferous;"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE(?)"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE, 1 FT. ABOVE BASE"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE, 7 FT. ABOVE BASE"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE, CALCAREOUS"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE, FINE-GRAINED, DARK GRAY CALCAREOUS;  massive; calcareous;"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE, HORNFELSIC;  massive;"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE, ORE"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE, U ORE (0.20%)"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE, URANIFEROUS;  ferruginous;"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE-PCWL;  dolomitic;"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE-POSSIBLY PYRITIC"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE-RED, MASSIVE;  massive;"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE-REGRESSIVE?"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE-WEATHERED"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE;  massive;"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE;  massive; laminated;"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE;  massive; siliceous;"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE;  siliceous;"
NULL,NULL,NULL,NULL,"NULL;QUARTZITE; laminated;"
NULL,NULL,NULL,NULL,"NULL;QUARTZOSE CHERT"
NULL,NULL,NULL,NULL,"NULL;R BN SS JMSM ROLL (1002-3-1).  TRAIL CANYON"
NULL,NULL,NULL,NULL,"NULL;R BN SS JMSM ROLL (1002-3-2).  TRAIL CANYON"
NULL,NULL,NULL,NULL,"NULL;R-TYPE QUARTZITE; LOWER HALF"
NULL,NULL,NULL,NULL,"NULL;R-TYPE? QUARTZITE; UNIT D?"
NULL,NULL,NULL,NULL,"NULL;R. CH. 960-8-4.  WARM CREEK CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;R. CHERT 960-8-2.  WARM CREEK CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;R. MS. 960-5+7.  WARM CREEK CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;R. MS. 960-7+36.  WARM CREEK CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;R. MS. JMB(908-20+20).  WOODRUFF HOLE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;R. MS.(MANY ROOTLETS) JMU(504-8+50).  SOONER SLIDE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;R1 YELLOW"
NULL,NULL,NULL,NULL,"NULL;RADIOACTIVE COPPER-MINERALIZED PETRIFIED LOG, OCC. #62"
NULL,NULL,NULL,NULL,"NULL;RADIOACTIVE LS BED;"
NULL,NULL,NULL,NULL,"NULL;RADIOLARIAN CHERT;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RADIOLARIAN CHERT;  laminated; cherty;"
NULL,NULL,NULL,NULL,"NULL;RADIOLARIAN CHERT;  manganiferous;"
NULL,NULL,NULL,NULL,"NULL;RADIOLARIAN CHERT;  pelletal;"
NULL,NULL,NULL,NULL,"NULL;RAILROAD CUT, PALE TO BRIGHT YELLOW EFFLORESENCE"
NULL,NULL,NULL,NULL,"NULL;RAILROAD CUT, TYPE LOCALITY; YELLOWISH GRAY CARBONACEOUS CLAYEY SANDST;  carbonaceous (organic); calcareous;"
NULL,NULL,NULL,NULL,"NULL;RAJAH 49"
NULL,NULL,NULL,NULL,"NULL;RAJAH 49, STONE WITH BROWN COLOR & PURPLE LUSTER"
NULL,NULL,NULL,NULL,"NULL;RAJAH MINE"
NULL,NULL,NULL,NULL,"NULL;RANCH CREEK DEPOSIT #1, MANSFIELD RANCH YELLOWISH-GRAY CARB. CLCRNT SE;  carbonaceous (organic); calcareous;"
NULL,NULL,NULL,NULL,"NULL;RANCH CREEK DEPOSIT NO. 2. CALCAREOUS SANDY CS AND CARBONIZED WOOD. SE;  carbonaceous (organic); calcareous;"
NULL,NULL,NULL,NULL,"NULL;RATTLESNAKE MINE, SAUL RANCH; CALCIRUDITE;  clastic;"
NULL,NULL,NULL,NULL,"NULL;RAVEN ROCK.  BLEACHED;"
NULL,NULL,NULL,NULL,"NULL;RAW COMPOSITE FROM CORE HOLE 46.  PROPOSED MINE ZONE;  dolomitic; laminated;"
NULL,NULL,NULL,NULL,"NULL;READING SCH SAMPLE #5.  BLEACHED;"
NULL,NULL,NULL,NULL,"NULL;READING SCH SAMPLE #6.  GREY, W/SMALL REG SILTSTN CLASTS;"
NULL,NULL,NULL,NULL,"NULL;READING SCH-SAMPLE #4.  BLEACHED, PYRITIC;"
NULL,NULL,NULL,NULL,"NULL;RECRYSTALLIZED CHERT;  massive;"
NULL,NULL,NULL,NULL,"NULL;RECRYSTALLIZED, ARGILLACEOUS;  clayey;"
NULL,NULL,NULL,NULL,"NULL;RED & GREEN CLAY FROM EDGE OF PIT"
NULL,NULL,NULL,NULL,"NULL;RED & GREEN MS. JMS(899-10+8).  SHOOTARING CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED AGATE-FLATTOP BUTTE;  massive;"
NULL,NULL,NULL,NULL,"NULL;RED AND BROWN SEDIMENTARY BRECCIA"
NULL,NULL,NULL,NULL,"NULL;RED BED CLAY"
NULL,NULL,NULL,NULL,"NULL;RED BED CLAY, BLEACHED"
NULL,NULL,NULL,NULL,"NULL;RED BIRD-COYOTE 1&2.  REPLICATE SPLIT 216;  arkosic; carbonaceous (organic);"
NULL,NULL,NULL,NULL,"NULL;RED BRN SAND"
NULL,NULL,NULL,NULL,"NULL;RED BRN SS"
NULL,NULL,NULL,NULL,"NULL;RED CALCAREOUS QUARTZITE; UNIT D;  calcareous;"
NULL,NULL,NULL,NULL,"NULL;RED CANYON-DAKOTA BLOCKS W/ FEO, MNO SKIN;  ferruginous; manganiferous;"
NULL,NULL,NULL,NULL,"NULL;RED CH. JMS(899-34-R.).  SHOOTARING CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED CHERT-NIGHT OWL PROSPECT;  siliceous; cherty;"
NULL,NULL,NULL,NULL,"NULL;RED CHERT;  ferruginous;"
NULL,NULL,NULL,NULL,"NULL;RED CHERT;  massive;"
NULL,NULL,NULL,NULL,"NULL;RED CHERT;  massive; ferruginous;"
NULL,NULL,NULL,NULL,"NULL;RED CLAY"
NULL,NULL,NULL,NULL,"NULL;RED CLAY.  4 ft ABOVE GOUGE ZONE;   laminated;"
NULL,NULL,NULL,NULL,"NULL;RED CLAY;  bentonitic; zeolitic;"
NULL,NULL,NULL,NULL,"NULL;RED CLAY;  ferruginous;"
NULL,NULL,NULL,NULL,"NULL;RED DOLOSTONE;  calcareous;"
NULL,NULL,NULL,NULL,"NULL;RED FINE CLAY"
NULL,NULL,NULL,NULL,"NULL;RED FINE GRAINED SS"
NULL,NULL,NULL,NULL,"NULL;RED FINE GRAINED SS WITH CALCAREOUS CEMENT"
NULL,NULL,NULL,NULL,"NULL;RED MARL, DOLOMITIC"
NULL,NULL,NULL,NULL,"NULL;RED MS JML(891-3+9).  BULLFROG CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS JMS(891-12+17).  BULLFROG CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS JMS(891-12+3).  BULLFROG CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS JMS(891-16+35).  BULLFROG CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS JMS(891-6+19).  BULLFROG CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS JMS(947-4).  TRACHYTE RANCH;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS JMS(947-7).  TRACHYTE RANCH;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS JMS(947-8).  TRACHYTE RANCH;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS JMS(952-12).  BULLFROG CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS JMS(952-4).  HANSEN CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS(MANY ROOTLETS) JMS(508-21+16).  CAT PASTURE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS, UJMSM(PAIR) (1022-B-A).  SHOOTARING CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS.  TRACHYTE RANCH;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMB(954-2+1).  SHOOTARING CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMB(954-2+84).  SHOOTARING CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JML(508-3+7).  CAT PASTURE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JML(891-3+25).  BULLFROG CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JML(912-3+18).  DEL MONTE MINES;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JML(913-3+12).  HANSEN CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JML(913-3+19).  HANSEN CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JML(913-3+4).  HANSEN CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(504-7+127).  SOONER SLIDE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(504-7+131).  SOONER SLIDE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(504-7+181).  SOONER SLIDE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(504-7+242).  SOONER SLIDE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(504-7+57).  SOONER SLIDE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(504-7+79).  SOONER SLIDE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(504-7+84).  SOONER SLIDE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(508-11+6).  CAT PASTURE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(508-19+5).  CAT PASTURE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(508-21+5).  CAT PASTURE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(508-23+3).  CAT PASTURE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(508-5+2).  CAT PASTURE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(508-7+2).  CAT PASTURE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(891-10+14).  BULLFROG CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(891-10+21).  BULLFROG CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(891-14+3).  BULLFROG CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(891-16+2).  BULLFROG CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(891-16+25).  BULLFROG CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(891-16+9).  BULLFROG CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(891-19+6).  BULLFROG CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(891-22+54A).  BULLFROG CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(891-25+2).  BULLFROG CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(891-8+2).  BULLFROG CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(891-8+5).  BULLFROG CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(899-13+1).  SHOOTARING CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(899-17+0.5).  SHOOTARING CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(899-19+3).  SHOOTARING CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(899-21+1).  SHOOTARING CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(899-23+1).  SHOOTARING CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(899-25+1).  SHOOTARING CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(899-25+16).  SHOOTARING CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(899-25+3).  SHOOTARING CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(899-25+5).  SHOOTARING CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(899-27+2).  SHOOTARING CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(899-29+7).  SHOOTARING CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(899-30+30).  SHOOTARING CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(899-31+3).  SHOOTARING CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(908-11+15).  WOODRUFF HOLE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(908-28+5).  WOODRUFF HOLE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(912-14+3).  DEL MONTE MINES;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(912-14+5).  DEL MONTE MINES;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(912-14+8).  DEL MONTE MINES;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(912-16+10).  DEL MONTE MINES;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(912-16+15).  DEL MONTE MINES;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(912-8+2).  DEL MONTE MINES;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(913-11+2).  HANSEN CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(913-13+1).  HANSEN CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(913-16+17).  HANSEN CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(913-16+26).  HANSEN CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(913-16+29).  HANSEN CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(913-16+3).  HANSEN CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(913-16+8).  HANSEN CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(913-4+8).  HANSEN CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(913-5+4).  HANSEN CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(913-7+1).  HANSEN CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(913-9+1).  HANSEN CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(935-12+10).  LITTLE VALLEY CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(935-3+0.3).  LITTLE VALLEY CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(935-5+19.5).  LITTLE VALLEY CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(935-5+2).  LITTLE VALLEY CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(935-7+4).  LITTLE VALLEY CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMS(935-9+4).  LITTLE VALLEY CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMU(504-8+200).  SOONER SLIDE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JMU(504-8+21).  SOONER SLIDE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JS(891-1-5).  BULLFROG CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JS(899-1-6).  SHOOTARING CANYON;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JS(912-1-12).  DEL MONTE MINES;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. JS(913-1-3).  HANSEN CREEK;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS. TRM(958-1-5).  RAINY DAY MINE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS.(MANY ROOTLETS) JMU(508-26+6).  CAT PASTURE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS.;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MS;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED MSG JMW.  JOHNY M. MINE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED PEAK MINE, WALLACE RANCH; COPPER-BEARING NODULES.  SE;  calcareous;"
NULL,NULL,NULL,NULL,"NULL;RED PHASE;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED QUARTZITE; UPPER HALF"
NULL,NULL,NULL,NULL,"NULL;RED SAND"
NULL,NULL,NULL,NULL,"NULL;RED SANDTONE"
NULL,NULL,NULL,NULL,"NULL;RED SEDIMENT BRECCIA"
NULL,NULL,NULL,NULL,"NULL;RED SILSTONE"
NULL,NULL,NULL,NULL,"NULL;RED SLATE"
NULL,NULL,NULL,NULL,"NULL;RED SLST.;  laminated;"
NULL,NULL,NULL,NULL,"NULL;RED SS"
NULL,NULL,NULL,NULL,"NULL;RED SS  FE ENRICHED"
NULL,NULL,NULL,NULL,"NULL;RED SS CORE;"
NULL,NULL,NULL,NULL,"NULL;RED W ORNG & WHT SPOTS;  massive;"
NULL,NULL,NULL,NULL,"NULL;RED WING MINE, #3 OF 4(E TO W) WORKINGS UP TO 7000CPS.  CU-MALACHITE.;  calcareous;"
NULL,NULL,NULL,NULL,"NULL;RED-BROWN AND PURPLE-GRAY;  sandy; silty;"
NULL,NULL,NULL,NULL,"NULL;RED-BROWN MNO STAINED CHERT;  siliceous; manganiferous;"
NULL,NULL,NULL,NULL,"NULL;RED-GRAY AND PURPLE-GRAY;  silty; clayey;"
NULL,NULL,NULL,NULL,"NULL;RED-PURPLE-GRAY AND GREEN-GRAY A FEW TENS OF FEET ABOVE SHINARUMP;  bentonitic;"
NULL,NULL,NULL,NULL,"NULL;REDBED COPPER;  arkosic; silty;"
NULL,NULL,NULL,NULL,"NULL;REDDISH BROWN EARTHY MNO STAINED CHERT;  siliceous; manganiferous;"
NULL,NULL,NULL,NULL,"NULL;REDDISH BROWN SOFT SAND;  tuffaceous; tuffaceous;"
NULL,NULL,NULL,NULL,"NULL;REDDISH CLAY-MOTTLED"
NULL,NULL,NULL,NULL,"NULL;REDDISH SILTY,V.FINE GR SS PARTIALLY OXID. OR WEAKLY REDUCED;  silty;"
NULL,NULL,NULL,NULL,"NULL;REDDISH SS"
NULL,NULL,NULL,NULL,"NULL;REDUCED;  silty;"
NULL,NULL,NULL,NULL,"NULL;REGOLITH-FE RICH"
NULL,NULL,NULL,NULL,"NULL;REINER QUAD. TOP SEAM PALEOCENE;  clayey; carbonaceous (organic);"
NULL,NULL,NULL,NULL,"NULL;REP"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW-18;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW-1;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW126;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW138;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW160;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW178;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW200;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW218;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW240;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW258;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW280;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW291;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW306;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW312;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW321;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW322;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW337;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW339;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW42;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW58;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW80;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MBW98;  laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MDO-046;  sandy; laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MDO-075;  carbonaceous (organic); clastic;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE OF MDO-150;  sandy;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE SAMPLE MCK241;  phosphatic;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE SAMPLE OF MCS-077;  ferruginous; arkosic;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE SPLIT OF MDA-058;  silty;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE SPLIT OF MDQ144;  massive; laminated;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE SPLIT OF SAMPLE MDQ135;  massive;"
NULL,NULL,NULL,NULL,"NULL;REPLICATE SPLIT OF SAMPLE MDQ139"
NULL,NULL,NULL,NULL,"NULL;REWORKED ZONE;  siliceous; carbonaceous (organic);"
NULL,NULL,NULL,NULL,"NULL;RHYOLITIC ASH"
NULL,NULL,NULL,NULL,"NULL;RICARDO CREEK SECTION, REDDISH ORANGE JASPER;  cherty; siliceous;"
NULL,NULL,NULL,NULL,"NULL;RIMROCK FROM HOBO MINE;  ferruginous;"
NULL,NULL,NULL,NULL,"NULL;RIND ON LIMESTONE;  siliceous; phosphatic;"
NULL,NULL,NULL,NULL,"NULL;RIP-UP ZONE.  BROOKHAVEN #53;  arkosic; ferruginous;"
NULL,NULL,NULL,NULL,"NULL;RIVERVIEW MINE"
NULL,NULL,NULL,NULL,"NULL;ROBERT'S IRON ORE BED"
NULL,NULL,NULL,NULL,"NULL;ROBERTS IRON ORE BED;  ferruginous; clastic;"
NULL,NULL,NULL,NULL,"NULL;ROCK - AS, AU"
NULL,NULL,NULL,NULL,"NULL;ROCK - WPC"
NULL,NULL,NULL,NULL,"NULL;ROCK ADJACENT TO SHEAR ZONE"
NULL,NULL,NULL,NULL,"NULL;ROCK BELOW KNOBLOCK BED, TONGUE RIVER, 368'-376'"
NULL,NULL,NULL,NULL,"NULL;ROCK BELOW KNOBLOCK BED, TONGUE RIVER, 376'-381'"
NULL,NULL,NULL,NULL,"NULL;ROCK BELOW KNOBLOCK BED, TONGUE RIVER, 381'-413.8'"
NULL,NULL,NULL,NULL,"NULL;ROCK BELOW KNOBLOCK COAL BED, TONGUE RIVER, 277'-297'"
NULL,NULL,NULL,NULL,"NULL;ROCK BELOW KNOBLOCK COAL BED, TONGUE RIVER, 297'-328'"
